3,3,gini,best,0.36032072140342747,0.49317266001091786,0.38003643959669425,0.7395270786463575
3,3,gini,random,0.35753509337317585,0.47658392272625155,0.38049898653971354,0.7516609676552564
3,3,entropy,best,0.36043567240103785,0.49297964069849454,0.38040893686663746,0.7405228689297625
3,3,entropy,random,0.35499491386041443,0.4796950634234558,0.37382438021383635,0.7334943808976865
3,5,gini,best,0.36032072140342747,0.49317266001091786,0.38003643959669425,0.7395270786463575
3,5,gini,random,0.3547145040029467,0.47941344873203856,0.3732704979306353,0.7323457973961928
3,5,entropy,best,0.36043567240103785,0.49297964069849454,0.38040893686663746,0.7405228689297625
3,5,entropy,random,0.3480833767509661,0.48062731150584037,0.3495129086419886,0.6698296619054895
3,10,gini,best,0.36032072140342747,0.49317266001091786,0.38003643959669425,0.7395270786463575
3,10,gini,random,0.3505405995845492,0.43689717910534953,0.3757686321226827,0.7744350602479465
3,10,entropy,best,0.36043567240103785,0.49297964069849454,0.38040893686663746,0.7405228689297625
3,10,entropy,random,0.3446405428580992,0.4747464702153761,0.3209547536612843,0.592885104768729
5,3,gini,best,0.6438074876358296,0.5436379694988757,0.4125424115241925,0.7649039246782122
5,3,gini,random,0.5227515321355227,0.48745619461387485,0.3651120797621255,0.7052987634286798
5,3,entropy,best,0.6850794387428297,0.5361637480281926,0.41054607839438817,0.7675725372631047
5,3,entropy,random,0.35997213529917405,0.509271467739191,0.36781758714234664,0.6995347709945785
5,5,gini,best,0.6438074876358296,0.5436379694988757,0.4125424115241925,0.7649039246782122
5,5,gini,random,0.355276677647975,0.49089321409843295,0.3632301222953953,0.7002118030126607
5,5,entropy,best,0.6850794387428297,0.5361637480281926,0.41054607839438817,0.7675725372631047
5,5,entropy,random,0.5975119639289194,0.5132349306401203,0.41356656083261617,0.738615588069484
5,10,gini,best,0.6438074876358296,0.5436379694988757,0.4125424115241925,0.7649039246782122
5,10,gini,random,0.5179464109053523,0.4936206593154058,0.3388887318173988,0.5886569476130011
5,10,entropy,best,0.6850794387428297,0.5361637480281926,0.41054607839438817,0.7675725372631047
5,10,entropy,random,0.39710757263903895,0.48887422690922683,0.33711996030875174,0.6300586409833561
10,3,gini,best,0.6248100871524697,0.6529936243411177,0.5285717703745249,0.7600382509918387
10,3,gini,random,0.594285303045136,0.5581774636325912,0.40387817922712665,0.7036101349322178
10,3,entropy,best,0.6296030323254743,0.6592885279887554,0.5486844367979813,0.7916374691120607
10,3,entropy,random,0.6404524168990634,0.5490174514458668,0.4063431759185449,0.7210996896717053
10,5,gini,best,0.6248130106893495,0.6530238493370933,0.5285951597105495,0.7600408853576679
