timestamp,dpid,flows,eviction_reason
1695484858.5317793,1,0
1695484858.631394,1,0
1695484858.6552424,1,0
1695484858.7516675,1,0
1695484858.7831764,1,0
1695484858.8473117,1,0
1695484858.9112453,1,0
1695484859.0391533,1,0
1695484859.1354773,1,0
1695484859.199037,1,0
1695484859.3034735,1,0
1695484859.3046641,1,0
1695484859.3071823,1,1
1695484859.3088949,1,2
1695484859.4353487,1,2
1695484859.4368072,1,2
1695484859.4387174,1,3
1695484859.4407341,1,4
1695484859.55133,1,4
1695484859.5518131,1,4
1695484859.6045303,1,5
1695484859.6067617,1,6
1695484859.6794584,1,6
1695484859.6799421,1,6
1695484859.731432,1,6
1695484859.732562,1,6
1695484859.7344007,1,7
1695484859.7365472,1,8
1695484859.8352015,1,8
1695484859.8591585,1,8
1695484859.860242,1,8
1695484859.8621488,1,9
1695484859.8648496,1,10
1695484859.8710775,1,10
1695484859.8714156,1,10
1695484859.971245,1,10
1695484859.972366,1,10
1695484859.9743993,1,11
1695484859.9762464,1,12
1695484860.063328,1,12
1695484860.0638547,1,12
1695484860.111351,1,12
1695484860.112495,1,12
1695484860.1144834,1,13
1695484860.1166432,1,14
1695484860.2230864,1,14
1695484860.2234602,1,14
1695484860.267274,1,14
1695484860.2684484,1,14
1695484860.2704496,1,15
1695484860.2725933,1,16
1695484860.3723333,1,17
1695484860.3739707,1,18
1695484860.3745077,1,17,IDLE TIMEOUT
1695484860.4790816,1,17
1695484860.4794579,1,17
1695484860.5084167,1,18
1695484860.5099576,1,19
1695484860.5107245,1,18,IDLE TIMEOUT
1695484860.5108194,1,17,IDLE TIMEOUT
1695484860.5111184,1,17
1695484860.647296,1,17
1695484860.648215,1,17
1695484860.6507084,1,18
1695484860.6530576,1,19
1695484860.657644,1,18,IDLE TIMEOUT
1695484860.6577818,1,17,IDLE TIMEOUT
1695484860.7031703,1,17
1695484860.7963183,1,18
1695484860.797867,1,19
1695484860.952317,1,20
1695484860.9537058,1,21
